HSHD_NUM,PURCHASE_,SPEND,DEPARTMENT,MONTH,YEAR
4711,2018-01-03,3.99,NON-FOOD,1,2018
4711,2018-01-31,4.93,FOOD,1,2018
4711,2018-01-31,3.18,FOOD,1,2018
4711,2018-01-31,2.49,NON-FOOD,1,2018
4711,2018-01-31,1.99,FOOD,1,2018
4711,2018-01-03,3.98,FOOD,1,2018
4711,2018-01-15,5.99,FOOD,1,2018
4711,2018-01-10,4,FOOD,1,2018
4711,2018-01-10,3.99,FOOD,1,2018
4711,2018-01-03,2.49,FOOD,1,2018
4711,2018-01-31,5.98,FOOD,1,2018
4711,2018-01-31,2.49,FOOD,1,2018
4711,2018-01-15,1.99,FOOD,1,2018
4711,2018-01-31,1.99,FOOD,1,2018
4711,2018-01-17,1.49,FOOD,1,2018
4711,2018-01-10,1,FOOD,1,2018
4711,2018-01-10,12.99,NON-FOOD,1,2018
4711,2018-01-03,1.99,FOOD,1,2018
4711,2018-01-03,9.99,PHARMA,1,2018
4711,2018-01-17,2.79,FOOD,1,2018
4711,2018-01-10,1,FOOD,1,2018
4711,2018-01-03,1,FOOD,1,2018
4711,2018-01-03,9.8,FOOD,1,2018
4711,2018-01-17,7.99,FOOD,1,2018
4711,2018-02-16,4.49,FOOD,2,2018
4711,2018-02-28,4.49,FOOD,2,2018
4711,2018-02-08,5.99,NON-FOOD,2,2018
4711,2018-02-16,4.98,FOOD,2,2018
4711,2018-02-08,2.49,FOOD,2,2018
4711,2018-02-27,3.76,FOOD,2,2018
4711,2018-02-16,7.44,FOOD,2,2018
4711,2018-02-08,1.79,FOOD,2,2018
4711,2018-02-28,1.79,FOOD,2,2018
4711,2018-02-08,1.25,FOOD,2,2018
4711,2018-02-27,2.2,FOOD,2,2018
4711,2018-02-16,3.99,FOOD,2,2018
4711,2018-02-28,3.99,FOOD,2,2018
4711,2018-02-28,4.3,FOOD,2,2018
4711,2018-02-27,2.5,FOOD,2,2018
4711,2018-02-27,.79,FOOD,2,2018
4711,2018-02-27,3.29,FOOD,2,2018
4711,2018-02-28,5.96,FOOD,2,2018
4711,2018-02-08,6.18,FOOD,2,2018
4711,2018-02-16,10.98,FOOD,2,2018
4711,2018-02-08,2.5,FOOD,2,2018
4711,2018-02-28,3.99,FOOD,2,2018
4711,2018-02-16,4.99,FOOD,2,2018
4711,2018-02-08,4.99,FOOD,2,2018
4711,2018-02-27,4.99,FOOD,2,2018
4711,2018-02-27,1.99,FOOD,2,2018
4711,2018-02-27,1.99,FOOD,2,2018
4711,2018-02-27,2.99,NON-FOOD,2,2018
4711,2018-02-08,1.25,FOOD,2,2018
4711,2018-02-27,1.79,FOOD,2,2018
4711,2018-02-27,5,FOOD,2,2018
4711,2018-02-16,2.99,FOOD,2,2018
4711,2018-02-27,1.99,FOOD,2,2018
4711,2018-02-08,3.99,FOOD,2,2018
4711,2018-02-16,3.59,FOOD,2,2018
4711,2018-02-08,4.99,FOOD,2,2018
4711,2018-02-28,1,FOOD,2,2018
4711,2018-02-27,1.99,FOOD,2,2018
4711,2018-02-16,1.99,FOOD,2,2018
4711,2018-02-08,4.99,NON-FOOD,2,2018
4711,2018-02-27,2.49,FOOD,2,2018
4711,2018-02-27,5,FOOD,2,2018
4711,2018-02-08,3.69,FOOD,2,2018
4711,2018-02-16,9.19,FOOD,2,2018
4711,2018-02-16,1.5,FOOD,2,2018
4711,2018-02-27,1.99,FOOD,2,2018
4711,2018-03-27,2.49,FOOD,3,2018
4711,2018-03-06,2.49,FOOD,3,2018
4711,2018-03-06,2,NON-FOOD,3,2018
4711,2018-03-13,1.19,FOOD,3,2018
4711,2018-03-27,1.88,FOOD,3,2018
4711,2018-03-06,1.79,FOOD,3,2018
4711,2018-03-27,1.79,FOOD,3,2018
4711,2018-03-27,1.99,FOOD,3,2018
4711,2018-03-27,10.42,FOOD,3,2018
4711,2018-03-08,3,FOOD,3,2018
4711,2018-03-06,1.54,FOOD,3,2018
4711,2018-03-27,3.96,FOOD,3,2018
4711,2018-03-27,3.34,FOOD,3,2018
4711,2018-03-06,3.34,FOOD,3,2018
4711,2018-03-06,3.98,NON-FOOD,3,2018
4711,2018-03-27,11.87,NON-FOOD,3,2018
4711,2018-03-27,2.5,FOOD,3,2018
4711,2018-03-06,3.29,FOOD,3,2018
4711,2018-03-27,2.5,FOOD,3,2018
4711,2018-03-08,1.49,FOOD,3,2018
4711,2018-03-27,1,FOOD,3,2018
4711,2018-03-27,.99,FOOD,3,2018
4711,2018-03-06,1.49,FOOD,3,2018
4711,2018-03-27,5.96,FOOD,3,2018
4711,2018-03-06,4.99,NON-FOOD,3,2018
4711,2018-03-06,4.99,FOOD,3,2018
4711,2018-03-06,7.99,FOOD,3,2018
4711,2018-03-06,1.25,FOOD,3,2018
4711,2018-03-27,7.74,FOOD,3,2018
4711,2018-03-06,2.69,FOOD,3,2018
4711,2018-03-06,3.79,FOOD,3,2018
4711,2018-03-06,7.65,FOOD,3,2018
4711,2018-03-06,3.49,FOOD,3,2018
4711,2018-03-06,3.34,FOOD,3,2018
4711,2018-03-06,2.5,FOOD,3,2018
4711,2018-03-27,1.38,FOOD,3,2018
4711,2018-03-27,.88,FOOD,3,2018
4711,2018-03-06,3.33,FOOD,3,2018
4711,2018-03-27,1.99,FOOD,3,2018
4711,2018-03-06,2.49,FOOD,3,2018
4711,2018-03-13,5.99,FOOD,3,2018
4711,2018-03-05,25,NON-FOOD,3,2018
4711,2018-03-08,1.49,FOOD,3,2018
4711,2018-03-06,1.99,NON-FOOD,3,2018
4711,2018-03-27,1,FOOD,3,2018
4711,2018-03-06,1.99,FOOD,3,2018
4711,2018-03-08,7.39,PHARMA,3,2018
4711,2018-04-23,4.49,FOOD,4,2018
4711,2018-04-18,1,FOOD,4,2018
4711,2018-04-02,1.99,FOOD,4,2018
4711,2018-04-02,1.99,FOOD,4,2018
4711,2018-04-27,1.99,FOOD,4,2018
4711,2018-04-11,4.62,FOOD,4,2018
4711,2018-04-18,1.99,FOOD,4,2018
4711,2018-04-23,3.99,NON-FOOD,4,2018
4711,2018-04-18,2.99,FOOD,4,2018
4711,2018-04-02,3.34,FOOD,4,2018
4711,2018-04-11,2.99,FOOD,4,2018
4711,2018-04-18,5.64,FOOD,4,2018
4711,2018-04-09,2.59,FOOD,4,2018
4711,2018-04-27,2.59,FOOD,4,2018
4711,2018-04-02,2.59,FOOD,4,2018
4711,2018-04-02,4.54,NON-FOOD,4,2018
4711,2018-04-18,2.99,FOOD,4,2018
4711,2018-04-18,2.28,FOOD,4,2018
4711,2018-04-02,13.34,FOOD,4,2018
4711,2018-04-18,1.78,FOOD,4,2018
4711,2018-04-18,4.99,NON-FOOD,4,2018
4711,2018-04-23,4.99,FOOD,4,2018
4711,2018-04-09,4.99,FOOD,4,2018
4711,2018-04-18,4.99,FOOD,4,2018
4711,2018-04-27,4.99,FOOD,4,2018
4711,2018-04-02,4.99,FOOD,4,2018
4711,2018-04-02,3.99,FOOD,4,2018
4711,2018-04-02,2.99,FOOD,4,2018
4711,2018-04-23,2.5,FOOD,4,2018
4711,2018-04-23,1.44,FOOD,4,2018
4711,2018-04-23,2.5,FOOD,4,2018
4711,2018-04-18,1.99,FOOD,4,2018
4711,2018-04-09,1.99,FOOD,4,2018
4711,2018-04-23,1.99,FOOD,4,2018
4711,2018-04-11,1.99,FOOD,4,2018
4711,2018-04-02,9.63,FOOD,4,2018
4711,2018-04-18,1.88,FOOD,4,2018
4711,2018-04-23,2.5,FOOD,4,2018
4711,2018-04-23,2.69,FOOD,4,2018
4711,2018-04-11,2.69,FOOD,4,2018
4711,2018-04-23,3.9,FOOD,4,2018
4711,2018-04-02,1.99,FOOD,4,2018
4711,2018-04-09,2.29,FOOD,4,2018
4711,2018-04-11,7.32,FOOD,4,2018
4711,2018-04-18,4.05,FOOD,4,2018
4711,2018-04-11,2.99,FOOD,4,2018
4711,2018-04-18,6.47,FOOD,4,2018
4711,2018-04-23,3.99,FOOD,4,2018
4711,2018-04-18,.9,FOOD,4,2018
4711,2018-04-23,2.5,FOOD,4,2018
4711,2018-04-18,1.78,FOOD,4,2018
4711,2018-04-23,2.5,FOOD,4,2018
4711,2018-04-23,1.88,FOOD,4,2018
4711,2018-04-18,1.25,FOOD,4,2018
4711,2018-04-02,1.67,FOOD,4,2018
4711,2018-04-11,1.75,FOOD,4,2018
4711,2018-04-23,1,FOOD,4,2018
4711,2018-04-23,.49,FOOD,4,2018
4711,2018-04-09,3.49,NON-FOOD,4,2018
4711,2018-04-18,2.99,FOOD,4,2018
4711,2018-04-09,4.24,NON-FOOD,4,2018
4711,2018-04-09,2.69,FOOD,4,2018
4711,2018-04-23,3.29,FOOD,4,2018
4711,2018-04-23,3.49,NON-FOOD,4,2018
4711,2018-04-02,2.99,FOOD,4,2018
4711,2018-04-18,2.49,FOOD,4,2018
4711,2018-05-22,2,NON-FOOD,5,2018
4711,2018-05-09,1.69,FOOD,5,2018
4711,2018-05-15,2,FOOD,5,2018
4711,2018-05-29,1.88,FOOD,5,2018
4711,2018-05-22,1.67,FOOD,5,2018
4711,2018-05-28,5.97,FOOD,5,2018
4711,2018-05-29,1.99,FOOD,5,2018
4711,2018-05-09,1.99,FOOD,5,2018
4711,2018-05-22,1.99,FOOD,5,2018
4711,2018-05-15,1.99,FOOD,5,2018
4711,2018-05-22,1.99,FOOD,5,2018
4711,2018-05-07,21.88,FOOD,5,2018
4711,2018-05-29,9.98,FOOD,5,2018
4711,2018-05-09,6.13,FOOD,5,2018
4711,2018-05-29,1.79,FOOD,5,2018
4711,2018-05-02,8.08,FOOD,5,2018
4711,2018-05-15,1.54,FOOD,5,2018
4711,2018-05-02,1.49,FOOD,5,2018
4711,2018-05-09,2.99,FOOD,5,2018
4711,2018-05-02,2.99,FOOD,5,2018
4711,2018-05-15,3.99,FOOD,5,2018
4711,2018-05-22,3.99,FOOD,5,2018
4711,2018-05-15,1,FOOD,5,2018
4711,2018-05-07,5.18,FOOD,5,2018
4711,2018-05-15,12.59,NON-FOOD,5,2018
4711,2018-05-09,3.49,FOOD,5,2018
4711,2018-05-07,7.5,FOOD,5,2018
4711,2018-05-09,4.32,FOOD,5,2018
4711,2018-05-15,2.99,FOOD,5,2018
4711,2018-05-02,3.56,FOOD,5,2018
4711,2018-05-29,1.59,FOOD,5,2018
4711,2018-05-02,2.5,FOOD,5,2018
4711,2018-05-15,2.49,FOOD,5,2018
4711,2018-05-09,1.99,FOOD,5,2018
4711,2018-05-02,5.41,FOOD,5,2018
4711,2018-05-15,6.06,FOOD,5,2018
4711,2018-05-29,2.5,FOOD,5,2018
4711,2018-05-09,.99,FOOD,5,2018
4711,2018-05-22,3.98,FOOD,5,2018
4711,2018-05-15,1.98,FOOD,5,2018
4711,2018-05-22,.88,FOOD,5,2018
4711,2018-05-07,4.99,FOOD,5,2018
4711,2018-05-29,4.99,FOOD,5,2018
4711,2018-05-22,4.99,FOOD,5,2018
4711,2018-05-15,4.99,FOOD,5,2018
4711,2018-05-02,4.99,FOOD,5,2018
4711,2018-05-29,2.5,FOOD,5,2018
4711,2018-05-28,10,NON-FOOD,5,2018
4711,2018-05-02,1.99,FOOD,5,2018
4711,2018-05-15,19.88,FOOD,5,2018
4711,2018-05-22,9.1,FOOD,5,2018
4711,2018-05-06,3.59,FOOD,5,2018
4711,2018-05-29,1,FOOD,5,2018
4711,2018-05-15,3.58,FOOD,5,2018
4711,2018-05-15,.99,FOOD,5,2018
4711,2018-05-02,1.99,FOOD,5,2018
4711,2018-05-22,1.99,FOOD,5,2018
4711,2018-05-09,.99,FOOD,5,2018
4711,2018-05-02,2.69,FOOD,5,2018
4711,2018-05-15,1.25,FOOD,5,2018
4711,2018-05-22,7.02,FOOD,5,2018
4711,2018-05-22,1.99,FOOD,5,2018
4711,2018-05-09,1.98,FOOD,5,2018
4711,2018-05-09,1.99,FOOD,5,2018
4711,2018-05-22,2.69,FOOD,5,2018
4711,2018-05-22,7,FOOD,5,2018
4711,2018-05-15,1.38,FOOD,5,2018
4711,2018-05-15,6.33,FOOD,5,2018
4711,2018-05-02,4.23,FOOD,5,2018
4711,2018-05-15,2.99,NON-FOOD,5,2018
4711,2018-05-02,3.69,NON-FOOD,5,2018
4711,2018-05-22,3.69,NON-FOOD,5,2018
4711,2018-05-22,3.76,FOOD,5,2018
4711,2018-05-29,1.88,FOOD,5,2018
4711,2018-05-15,.99,FOOD,5,2018
4711,2018-05-29,3.49,FOOD,5,2018
4711,2018-05-06,4.99,NON-FOOD,5,2018
4711,2018-05-09,1.71,FOOD,5,2018
4711,2018-05-29,3,FOOD,5,2018
4711,2018-05-15,2.05,FOOD,5,2018
4711,2018-05-15,1,FOOD,5,2018
4711,2018-05-15,0,FOOD,5,2018
4711,2018-05-29,1.99,FOOD,5,2018
4711,2018-05-15,0,FOOD,5,2018
4711,2018-05-29,2.99,NON-FOOD,5,2018
4711,2018-05-22,4.99,NON-FOOD,5,2018
4711,2018-05-29,4.99,FOOD,5,2018
4711,2018-05-15,1.8,FOOD,5,2018
4711,2018-05-09,3.99,FOOD,5,2018
4711,2018-05-22,2.5,FOOD,5,2018
4711,2018-05-22,1.25,FOOD,5,2018
4711,2018-05-22,1.69,FOOD,5,2018
4711,2018-05-15,1.69,FOOD,5,2018
4711,2018-05-29,1.59,FOOD,5,2018
4711,2018-05-07,2.69,NON-FOOD,5,2018
4711,2018-05-15,2.38,FOOD,5,2018
4711,2018-05-09,1,FOOD,5,2018
4711,2018-05-15,.88,FOOD,5,2018
4711,2018-05-29,6.99,FOOD,5,2018
4711,2018-05-15,.88,FOOD,5,2018
4711,2018-05-15,1,FOOD,5,2018
4711,2018-05-29,1,FOOD,5,2018
4711,2018-05-15,1,FOOD,5,2018
4711,2018-05-07,6.89,FOOD,5,2018
4711,2018-05-22,4,FOOD,5,2018
4711,2018-05-22,2.99,FOOD,5,2018
4711,2018-05-02,1.99,FOOD,5,2018
4711,2018-05-09,1.99,FOOD,5,2018
4711,2018-05-15,4.49,NON-FOOD,5,2018
4711,2018-05-29,2.49,FOOD,5,2018
4711,2018-05-09,2.5,FOOD,5,2018
4711,2018-05-06,2.5,FOOD,5,2018
4711,2018-05-22,2.99,FOOD,5,2018
4711,2018-05-22,7.99,NON-FOOD,5,2018
4711,2018-05-22,0,FOOD,5,2018
4711,2018-05-22,2.5,FOOD,5,2018
4711,2018-06-25,.88,FOOD,6,2018
4711,2018-06-25,1.25,FOOD,6,2018
4711,2018-06-12,1.67,FOOD,6,2018
4711,2018-06-19,1.67,FOOD,6,2018
4711,2018-06-19,1.99,FOOD,6,2018
4711,2018-06-04,1.99,FOOD,6,2018
4711,2018-06-04,2.29,FOOD,6,2018
4711,2018-06-25,1.99,FOOD,6,2018
4711,2018-06-04,7.32,FOOD,6,2018
4711,2018-06-04,8.99,FOOD,6,2018
4711,2018-06-19,1.79,FOOD,6,2018
4711,2018-06-12,1.79,FOOD,6,2018
4711,2018-06-04,2.29,NON-FOOD,6,2018
4711,2018-06-04,3.99,FOOD,6,2018
4711,2018-06-25,3.99,FOOD,6,2018
4711,2018-06-06,3.99,FOOD,6,2018
4711,2018-06-12,3.99,FOOD,6,2018
4711,2018-06-19,3.99,FOOD,6,2018
4711,2018-06-04,3.98,NON-FOOD,6,2018
4711,2018-06-25,2.49,FOOD,6,2018
4711,2018-06-12,4.12,FOOD,6,2018
4711,2018-06-25,2.28,FOOD,6,2018
4711,2018-06-12,7.86,FOOD,6,2018
4711,2018-06-12,2,FOOD,6,2018
4711,2018-06-04,4.99,FOOD,6,2018
4711,2018-06-04,1.99,FOOD,6,2018
4711,2018-06-12,2.49,FOOD,6,2018
4711,2018-06-12,1,FOOD,6,2018
4711,2018-06-25,10.21,FOOD,6,2018
4711,2018-06-12,8.12,FOOD,6,2018
4711,2018-06-04,1.99,FOOD,6,2018
4711,2018-06-12,1.99,FOOD,6,2018
4711,2018-06-12,1.59,FOOD,6,2018
4711,2018-06-25,.88,FOOD,6,2018
4711,2018-06-25,6.03,FOOD,6,2018
4711,2018-06-25,4.99,FOOD,6,2018
4711,2018-06-19,11.98,FOOD,6,2018
4711,2018-06-12,7.98,FOOD,6,2018
4711,2018-06-04,2.49,NON-FOOD,6,2018
4711,2018-06-25,3.69,NON-FOOD,6,2018
4711,2018-06-25,2.5,FOOD,6,2018
4711,2018-06-25,2.49,FOOD,6,2018
4711,2018-06-12,1.88,FOOD,6,2018
4711,2018-06-04,1.88,FOOD,6,2018
4711,2018-06-19,1.99,FOOD,6,2018
4711,2018-06-12,2.99,FOOD,6,2018
4711,2018-06-25,1.99,FOOD,6,2018
4711,2018-06-04,1.49,FOOD,6,2018
4711,2018-06-06,5.99,FOOD,6,2018
4711,2018-06-12,2.49,FOOD,6,2018
4711,2018-06-12,4.29,FOOD,6,2018
4711,2018-06-12,17.98,FOOD,6,2018
4711,2018-06-12,8.78,FOOD,6,2018
4711,2018-06-25,1.69,FOOD,6,2018
4711,2018-06-19,1,FOOD,6,2018
4711,2018-06-04,1.99,FOOD,6,2018
4711,2018-06-04,5,NON-FOOD,6,2018
4711,2018-06-12,7.4,FOOD,6,2018
4711,2018-06-19,9.99,NON-FOOD,6,2018
4711,2018-06-25,6.89,NON-FOOD,6,2018
4711,2018-06-04,4.99,NON-FOOD,6,2018
4711,2018-06-25,5,FOOD,6,2018
4711,2018-06-19,2.49,FOOD,6,2018
4711,2018-06-25,1.5,NON-FOOD,6,2018
4711,2018-06-06,10,FOOD,6,2018
4711,2018-06-19,13.91,FOOD,6,2018
4711,2018-06-19,6.99,FOOD,6,2018
4711,2018-06-19,1.96,FOOD,6,2018
4711,2018-06-19,2.69,FOOD,6,2018
4711,2018-06-12,5,FOOD,6,2018
4711,2018-06-25,3.34,FOOD,6,2018
4711,2018-06-04,2.5,FOOD,6,2018
4711,2018-06-04,.99,FOOD,6,2018
4711,2018-07-15,1.88,FOOD,7,2018
4711,2018-07-15,1.99,FOOD,7,2018
4711,2018-07-25,1.79,FOOD,7,2018
4711,2018-07-30,2.39,FOOD,7,2018
4711,2018-07-15,1.99,FOOD,7,2018
4711,2018-07-04,1.99,FOOD,7,2018
4711,2018-07-30,6.19,FOOD,7,2018
4711,2018-07-25,3.99,FOOD,7,2018
4711,2018-07-30,2.99,FOOD,7,2018
4711,2018-07-15,7.98,FOOD,7,2018
4711,2018-07-04,3.99,FOOD,7,2018
4711,2018-07-30,1.99,FOOD,7,2018
4711,2018-07-04,5.64,FOOD,7,2018
4711,2018-07-30,3,FOOD,7,2018
4711,2018-07-30,2.59,FOOD,7,2018
4711,2018-07-15,5.18,FOOD,7,2018
4711,2018-07-25,1.49,FOOD,7,2018
4711,2018-07-30,1.99,FOOD,7,2018
4711,2018-07-15,1.99,NON-FOOD,7,2018
4711,2018-07-15,14.59,NON-FOOD,7,2018
4711,2018-07-20,6.92,FOOD,7,2018
4711,2018-07-15,2,FOOD,7,2018
4711,2018-07-04,2.28,FOOD,7,2018
4711,2018-07-20,7.05,FOOD,7,2018
4711,2018-07-20,3.59,FOOD,7,2018
4711,2018-07-30,4.99,NON-FOOD,7,2018
4711,2018-07-25,1.79,FOOD,7,2018
4711,2018-07-25,2.99,FOOD,7,2018
4711,2018-07-30,1.99,FOOD,7,2018
4711,2018-07-30,4.99,FOOD,7,2018
4711,2018-07-04,4.99,FOOD,7,2018
4711,2018-07-26,1.99,FOOD,7,2018
4711,2018-07-15,6.88,FOOD,7,2018
4711,2018-07-15,4.38,FOOD,7,2018
4711,2018-07-15,1,FOOD,7,2018
4711,2018-07-30,2.38,FOOD,7,2018
4711,2018-07-26,1.99,FOOD,7,2018
4711,2018-07-15,7.98,FOOD,7,2018
4711,2018-07-25,7.98,FOOD,7,2018
4711,2018-07-04,4.99,FOOD,7,2018
4711,2018-07-26,1.99,FOOD,7,2018
4711,2018-07-15,2,FOOD,7,2018
4711,2018-07-30,1.99,FOOD,7,2018
4711,2018-07-04,2.28,FOOD,7,2018
4711,2018-07-26,3.99,FOOD,7,2018
4711,2018-07-26,1.99,FOOD,7,2018
4711,2018-07-15,2.5,FOOD,7,2018
4711,2018-07-20,2.79,FOOD,7,2018
4711,2018-07-15,1,FOOD,7,2018
4711,2018-07-25,2,FOOD,7,2018
4711,2018-07-15,2,FOOD,7,2018
4711,2018-07-04,3,NON-FOOD,7,2018
4711,2018-07-30,2.49,FOOD,7,2018
4711,2018-07-15,2.69,FOOD,7,2018
4711,2018-07-15,4.29,FOOD,7,2018
4711,2018-07-15,7.2,FOOD,7,2018
4711,2018-07-15,2.39,FOOD,7,2018
4711,2018-07-30,.99,FOOD,7,2018
4711,2018-07-15,2.29,NON-FOOD,7,2018
4711,2018-07-15,2.99,FOOD,7,2018
4711,2018-07-04,7.99,NON-FOOD,7,2018
4711,2018-07-04,4.99,NON-FOOD,7,2018
4711,2018-07-04,2.5,FOOD,7,2018
4711,2018-07-04,1.99,FOOD,7,2018
4711,2018-07-26,3.99,FOOD,7,2018
4711,2018-07-04,2.49,FOOD,7,2018
4711,2018-07-04,11.06,FOOD,7,2018
4711,2018-08-28,4.49,FOOD,8,2018
4711,2018-08-04,.99,FOOD,8,2018
4711,2018-08-15,1.69,FOOD,8,2018
4711,2018-08-15,2,FOOD,8,2018
4711,2018-08-15,2.49,FOOD,8,2018
4711,2018-08-04,1.99,FOOD,8,2018
4711,2018-08-15,1.99,FOOD,8,2018
4711,2018-08-15,1.79,FOOD,8,2018
4711,2018-08-28,15.22,FOOD,8,2018
4711,2018-08-28,1.57,FOOD,8,2018
4711,2018-08-28,3.45,FOOD,8,2018
4711,2018-08-28,5.98,FOOD,8,2018
4711,2018-08-21,3.34,FOOD,8,2018
4711,2018-08-15,3.34,FOOD,8,2018
4711,2018-08-04,5.98,FOOD,8,2018
4711,2018-08-04,1.99,FOOD,8,2018
4711,2018-08-21,5.18,FOOD,8,2018
4711,2018-08-15,2.59,FOOD,8,2018
4711,2018-08-28,4.54,NON-FOOD,8,2018
4711,2018-08-04,2.49,FOOD,8,2018
4711,2018-08-21,5,FOOD,8,2018
4711,2018-08-28,2.49,FOOD,8,2018
4711,2018-08-15,3.29,FOOD,8,2018
4711,2018-08-15,2,FOOD,8,2018
4711,2018-08-21,6.14,FOOD,8,2018
4711,2018-08-15,4.99,FOOD,8,2018
4711,2018-08-21,4.99,FOOD,8,2018
4711,2018-08-04,4.99,FOOD,8,2018
4711,2018-08-28,4.99,FOOD,8,2018
4711,2018-08-04,1.59,FOOD,8,2018
4711,2018-08-15,1.88,FOOD,8,2018
4711,2018-08-04,2.49,FOOD,8,2018
4711,2018-08-28,3,FOOD,8,2018
4711,2018-08-15,1.88,FOOD,8,2018
4711,2018-08-15,2,FOOD,8,2018
4711,2018-08-28,2.79,FOOD,8,2018
4711,2018-08-21,4.05,FOOD,8,2018
4711,2018-08-21,3.18,FOOD,8,2018
4711,2018-08-28,2.5,FOOD,8,2018
4711,2018-08-04,3.69,NON-FOOD,8,2018
4711,2018-08-15,1.99,FOOD,8,2018
4711,2018-08-28,4.98,FOOD,8,2018
4711,2018-08-21,1.99,FOOD,8,2018
4711,2018-08-15,2.49,PHARMA,8,2018
4711,2018-08-21,4.99,FOOD,8,2018
4711,2018-08-04,2.5,FOOD,8,2018
4711,2018-08-28,2.49,FOOD,8,2018
4711,2018-08-28,3.19,FOOD,8,2018
4711,2018-08-15,5.49,PHARMA,8,2018
4711,2018-08-28,3.99,FOOD,8,2018
4711,2018-08-04,1,FOOD,8,2018
4711,2018-08-28,4.05,FOOD,8,2018
4711,2018-08-04,1.99,FOOD,8,2018
4711,2018-08-28,.47,FOOD,8,2018
4711,2018-08-04,1,FOOD,8,2018
4711,2018-08-28,4.49,FOOD,8,2018
4711,2018-08-28,1.59,FOOD,8,2018
4711,2018-08-28,7.86,FOOD,8,2018
4711,2018-08-21,1.99,FOOD,8,2018
4711,2018-08-21,2,FOOD,8,2018
4711,2018-08-21,4.99,NON-FOOD,8,2018
4711,2018-08-21,3.78,FOOD,8,2018
4711,2018-08-28,1.99,FOOD,8,2018
4711,2018-08-28,1.88,FOOD,8,2018
4711,2018-08-28,2,FOOD,8,2018
4711,2018-08-21,6.44,FOOD,8,2018
4711,2018-08-04,3.56,FOOD,8,2018
4711,2018-08-28,4.54,FOOD,8,2018
4711,2018-08-04,8.99,NON-FOOD,8,2018
4711,2018-08-04,4.99,NON-FOOD,8,2018
4711,2018-08-21,6.89,NON-FOOD,8,2018
4711,2018-08-04,3.98,FOOD,8,2018
4711,2018-08-28,2.49,FOOD,8,2018
4711,2018-09-03,4.49,FOOD,9,2018
4711,2018-09-26,4.98,FOOD,9,2018
4711,2018-09-19,2.49,FOOD,9,2018
4711,2018-09-10,1.88,FOOD,9,2018
4711,2018-09-19,2.5,FOOD,9,2018
4711,2018-09-19,1.99,FOOD,9,2018
4711,2018-09-26,1.99,FOOD,9,2018
4711,2018-09-03,1.99,FOOD,9,2018
4711,2018-09-10,.99,FOOD,9,2018
4711,2018-09-19,1.79,FOOD,9,2018
4711,2018-09-26,2.99,FOOD,9,2018
4711,2018-09-03,2.99,FOOD,9,2018
4711,2018-09-19,1.99,FOOD,9,2018
4711,2018-09-10,7.66,FOOD,9,2018
4711,2018-09-10,.99,FOOD,9,2018
4711,2018-09-26,2.99,FOOD,9,2018
4711,2018-09-03,2.99,FOOD,9,2018
4711,2018-09-10,3.34,FOOD,9,2018
4711,2018-09-19,3.34,FOOD,9,2018
4711,2018-09-10,2,FOOD,9,2018
4711,2018-09-10,5.18,FOOD,9,2018
4711,2018-09-26,5.18,FOOD,9,2018
